,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
297,106,_,,,好评,55,57,整体,正面,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！特别特别特别好，没有任何破损的地方，外观也好看，好评！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
298,106,_,,,一点都不后悔,75,81,整体,正面,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！特别特别特别好，没有任何破损的地方，外观也好看，好评！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
299,106,_,,,可以入手,89,93,整体,正面,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！特别特别特别好，没有任何破损的地方，外观也好看，好评！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
300,106,物流,18,20,也快,20,22,物流,正面,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！特别特别特别好，没有任何破损的地方，外观也好看，好评！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
301,106,外观,49,51,也好看,51,54,包装,正面,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！特别特别特别好，没有任何破损的地方，外观也好看，好评！当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手
302,107,牌子,1,3,一直用着,5,9,体验,正面,老牌子了，一直用着。很好很实惠。京东物流也比较快。
303,107,_,,,很好,10,12,整体,正面,老牌子了，一直用着。很好很实惠。京东物流也比较快。
304,107,_,,,很实惠,12,15,价格,正面,老牌子了，一直用着。很好很实惠。京东物流也比较快。
305,107,物流,18,20,比较快,21,24,物流,正面,老牌子了，一直用着。很好很实惠。京东物流也比较快。
306,108,味道,6,8,很正宗,8,11,口味,正面,很好，鹃城的味道很正宗，超喜欢，物流快，物超所值
307,108,物流,16,18,快,18,19,物流,正面,很好，鹃城的味道很正宗，超喜欢，物流快，物超所值
308,108,_,,,物超所值,20,24,价格,正面,很好，鹃城的味道很正宗，超喜欢，物流快，物超所值
309,108,_,,,超喜欢,12,15,整体,正面,很好，鹃城的味道很正宗，超喜欢，物流快，物超所值
310,109,物流,12,14,超快,14,16,物流,正面,上午下单，下午送到京东，物流超快，辣椒酱没话讲了，好吃就是好吃
311,109,_,,,好吃,25,27,口味,正面,上午下单，下午送到京东，物流超快，辣椒酱没话讲了，好吃就是好吃
312,110,味道,0,2,好吃,2,4,口味,正面,味道好吃，炒菜放一些，味道真的很好，基本上不辣，非常满意，物流也很快！
313,110,味道,0,2,真的很好,13,17,口味,正面,味道好吃，炒菜放一些，味道真的很好，基本上不辣，非常满意，物流也很快！
314,110,_,,,基本上不辣,18,23,口味,正面,味道好吃，炒菜放一些，味道真的很好，基本上不辣，非常满意，物流也很快！
315,110,_,,,非常满意,24,28,整体,正面,味道好吃，炒菜放一些，味道真的很好，基本上不辣，非常满意，物流也很快！
316,110,物流,29,31,很快,32,34,物流,正面,味道好吃，炒菜放一些，味道真的很好，基本上不辣，非常满意，物流也很快！
317,111,物流,0,2,速度快,2,5,物流,正面,物流速度快，货真价实，给个好评。
318,111,_,,,给个好评,11,15,整体,正面,物流速度快，货真价实，给个好评。
319,111,_,,,货真价实,6,10,价格,正面,物流速度快，货真价实，给个好评。
320,112,物流,0,2,配送一整天,4,9,物流,负面,物流显示配送一整天，害的我在家等一天，快递员的态度极差，还不送上楼，一个劲唠叨什么现在年货节，快递多…从不给快递差评的我，实在是忍不住了，以后在京东购物得考虑考虑了…一次不舒服的购物体验……
321,112,_,,,害的我,10,13,整体,负面,物流显示配送一整天，害的我在家等一天，快递员的态度极差，还不送上楼，一个劲唠叨什么现在年货节，快递多…从不给快递差评的我，实在是忍不住了，以后在京东购物得考虑考虑了…一次不舒服的购物体验……
322,112,态度,23,25,极差,25,27,体验,负面,物流显示配送一整天，害的我在家等一天，快递员的态度极差，还不送上楼，一个劲唠叨什么现在年货节，快递多…从不给快递差评的我，实在是忍不住了，以后在京东购物得考虑考虑了…一次不舒服的购物体验……
323,112,购物体验,89,93,不舒服,85,88,体验,负面,物流显示配送一整天，害的我在家等一天，快递员的态度极差，还不送上楼，一个劲唠叨什么现在年货节，快递多…从不给快递差评的我，实在是忍不住了，以后在京东购物得考虑考虑了…一次不舒服的购物体验……
324,113,物流,0,2,快,2,3,物流,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
325,113,_,,,当天就送到,6,11,物流,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
326,113,_,,,绿色食品,17,21,整体,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
327,113,质量,22,24,有保证,24,27,整体,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
328,113,份量,32,34,足,34,35,整体,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
329,113,性价比,36,39,高,39,40,价格,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
330,113,口味,28,30,好,30,31,口味,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
331,113,_,,,非常好,41,44,整体,正面,物流快，下单当天就送到了。老字号，绿色食品，质量有保证。口味好，份量足，性价比高。非常好！
332,114,价格,10,12,实惠,7,9,价格,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
333,114,_,,,这么好,17,20,整体,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
334,114,性价比,25,28,非常高,28,31,价格,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
335,114,_,,,很喜欢,33,36,整体,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
336,114,_,,,好吃,57,59,口味,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
337,114,_,,,非常满意,94,98,整体,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
338,114,味道,49,51,棒棒哒,51,54,口味,正面,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?做菜好助手，红烧鸡翅，味道棒棒哒宝宝说好吃，放的不多，就不会辣了。做包子调包子馅也很好吃。以后多多尝试。京东物流非常满意。
339,115,价格,13,15,便宜,15,17,价格,正面,京东上买东西方便快捷，而且价格便宜，快递员帮忙送到家门口，省去了自己去超市搬，真的非常方便。
340,115,_,,,非常方便,41,45,物流,正面,京东上买东西方便快捷，而且价格便宜，快递员帮忙送到家门口，省去了自己去超市搬，真的非常方便。
341,115,_,,,方便快捷,6,10,物流,正面,京东上买东西方便快捷，而且价格便宜，快递员帮忙送到家门口，省去了自己去超市搬，真的非常方便。
342,116,价格,0,2,合适,5,7,价格,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
343,116,_,,,有优惠,17,20,价格,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
344,116,_,,,多次回购,8,12,整体,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
345,116,_,,,吃的放心,21,25,整体,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
346,116,_,,,都喜欢,35,38,整体,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
347,116,_,,,推荐,47,49,整体,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
348,116,_,,,吃完还会购买,39,45,整体,正面,价格：价格合适，多次回购的，多买还有优惠，吃的放心，买的实惠，大人小孩都喜欢，吃完还会购买的，推荐推荐。“
349,117,味道,4,6,巴适,6,8,口味,正面,老牌子，味道巴适，价格划算！
350,117,价格,9,11,划算,11,13,价格,正面,老牌子，味道巴适，价格划算！
351,118,速度,7,9,非常喜欢,0,4,物流,正面,非常喜欢京东的速度，价格也很好，品质保证正品！第二次在京东上买了，真的非常棒！大家也来看看吧！！超级划算！！！加油加油加油京东加油！！天气并不是非常需要，所以还没有多用，会多用用的！
352,118,_,,,保证正品,18,22,体验,正面,非常喜欢京东的速度，价格也很好，品质保证正品！第二次在京东上买了，真的非常棒！大家也来看看吧！！超级划算！！！加油加油加油京东加油！！天气并不是非常需要，所以还没有多用，会多用用的！
353,118,_,,,真的非常棒,33,38,整体,正面,非常喜欢京东的速度，价格也很好，品质保证正品！第二次在京东上买了，真的非常棒！大家也来看看吧！！超级划算！！！加油加油加油京东加油！！天气并不是非常需要，所以还没有多用，会多用用的！
354,118,_,,,超级划算,48,52,价格,正面,非常喜欢京东的速度，价格也很好，品质保证正品！第二次在京东上买了，真的非常棒！大家也来看看吧！！超级划算！！！加油加油加油京东加油！！天气并不是非常需要，所以还没有多用，会多用用的！
355,118,价格,10,12,很好,13,15,价格,正面,非常喜欢京东的速度，价格也很好，品质保证正品！第二次在京东上买了，真的非常棒！大家也来看看吧！！超级划算！！！加油加油加油京东加油！！天气并不是非常需要，所以还没有多用，会多用用的！
356,119,包装,0,2,好,2,3,包装,正面,包装好 物流速度快 鹃城豆瓣酱味道不错 价格有点小贵
357,119,物流,4,6,速度快,6,9,物流,正面,包装好 物流速度快 鹃城豆瓣酱味道不错 价格有点小贵
358,119,味道,15,17,不错,17,19,口味,正面,包装好 物流速度快 鹃城豆瓣酱味道不错 价格有点小贵
359,119,价格,20,22,有点小贵,22,26,价格,负面,包装好 物流速度快 鹃城豆瓣酱味道不错 价格有点小贵
360,120,发货,4,6,速度快,6,9,物流,正面,挺好的，发货速度快，送货也快，包装很好，东西是正品，已经开始用了，用的好的话还是可以回购的，配送员服务很好，送货到门
361,120,包装,15,17,很好,17,19,包装,正面,挺好的，发货速度快，送货也快，包装很好，东西是正品，已经开始用了，用的好的话还是可以回购的，配送员服务很好，送货到门
362,120,服务,49,51,很好,17,19,体验,正面,挺好的，发货速度快，送货也快，包装很好，东西是正品，已经开始用了，用的好的话还是可以回购的，配送员服务很好，送货到门
363,120,_,,,是正品,22,25,体验,正面,挺好的，发货速度快，送货也快，包装很好，东西是正品，已经开始用了，用的好的话还是可以回购的，配送员服务很好，送货到门
364,121,物流,3,5,非常的快,6,10,物流,正面,京东的物流是非常的快，快递小哥的服务也很热情。
365,121,服务,16,18,很热情,19,22,体验,正面,京东的物流是非常的快，快递小哥的服务也很热情。
366,122,_,,,非常满意,17,21,整体,正面,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，商家很讲信誉，而且态度很不错哦！在这里买东西，我很满意！
367,122,发货,36,38,速度非常快,38,43,物流,正面,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，商家很讲信誉，而且态度很不错哦！在这里买东西，我很满意！
368,122,包装,44,46,非常仔细、严实,46,53,包装,正面,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，商家很讲信誉，而且态度很不错哦！在这里买东西，我很满意！
369,122,服务,58,60,态度很好,60,64,体验,正面,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，商家很讲信誉，而且态度很不错哦！在这里买东西，我很满意！
370,123,服务,2,4,态度很好,4,8,体验,正面,客服服务态度很好，快递也不赖，发货非常快，次日达，服务态度很好，回购囤货，一次很愉快的购物
371,123,快递,9,11,也不赖,11,14,物流,正面,客服服务态度很好，快递也不赖，发货非常快，次日达，服务态度很好，回购囤货，一次很愉快的购物
372,123,购物,43,45,很愉快,39,42,体验,正面,客服服务态度很好，快递也不赖，发货非常快，次日达，服务态度很好，回购囤货，一次很愉快的购物
373,124,快递服务,2,6,就是好,6,9,物流,正面,京东快递服务就是好，还送货上门。其他快递都不送的，暂时还没吃，看评价，博主炒菜都放这个，买来尝试一下。
374,125,味道,32,34,非常喜欢,22,26,口味,正面,真正的好调料！家庭烹饪爱好者必备的调料用品！非常喜欢郫县豆瓣酱的味道，炒出的菜品颜色非常的诱人！即使不太会做饭的人，用上它，都能炒出大厨的水平和味道！素菜荤菜都能用上，味道呱呱叫！向大家推荐它！很喜欢京东购物，快递小哥的服务态度特别好！
375,125,_,,,向大家推荐,90,95,整体,正面,真正的好调料！家庭烹饪爱好者必备的调料用品！非常喜欢郫县豆瓣酱的味道，炒出的菜品颜色非常的诱人！即使不太会做饭的人，用上它，都能炒出大厨的水平和味道！素菜荤菜都能用上，味道呱呱叫！向大家推荐它！很喜欢京东购物，快递小哥的服务态度特别好！
376,125,服务,110,112,态度特别好,112,117,体验,正面,真正的好调料！家庭烹饪爱好者必备的调料用品！非常喜欢郫县豆瓣酱的味道，炒出的菜品颜色非常的诱人！即使不太会做饭的人，用上它，都能炒出大厨的水平和味道！素菜荤菜都能用上，味道呱呱叫！向大家推荐它！很喜欢京东购物，快递小哥的服务态度特别好！
377,126,_,,,好评,5,7,整体,正面,一如既往的好评，好吃，好配送服务。一如既往的好评，好吃，好配送服务。
378,126,配送,12,14,好,5,6,物流,正面,一如既往的好评，好吃，好配送服务。一如既往的好评，好吃，好配送服务。
379,126,_,,,好吃,8,10,口味,正面,一如既往的好评，好吃，好配送服务。一如既往的好评，好吃，好配送服务。
380,126,服务,14,16,好,5,6,体验,正面,一如既往的好评，好吃，好配送服务。一如既往的好评，好吃，好配送服务。
381,127,_,,,非常好吃,0,4,口味,正面,非常好吃大品牌值得信赖烧鱼必备口味很好吃很独特赞赞哒
382,127,品牌,5,7,值得信赖,7,11,体验,正面,非常好吃大品牌值得信赖烧鱼必备口味很好吃很独特赞赞哒
383,127,口味,15,17,很独特,20,23,口味,正面,非常好吃大品牌值得信赖烧鱼必备口味很好吃很独特赞赞哒
384,127,_,,,赞赞哒,23,26,整体,正面,非常好吃大品牌值得信赖烧鱼必备口味很好吃很独特赞赞哒
385,127,口味,15,17,很好吃,17,20,口味,正面,非常好吃大品牌值得信赖烧鱼必备口味很好吃很独特赞赞哒
386,128,味道,12,14,鲜美,14,16,口味,正面,多次购买了多种菜品的佐料味道鲜美口味好
387,128,_,,,多次购买,0,4,整体,正面,多次购买了多种菜品的佐料味道鲜美口味好
388,128,口味,16,18,好,18,19,口味,正面,多次购买了多种菜品的佐料味道鲜美口味好
389,129,炒菜,2,4,很香,4,6,口味,正面,豆瓣炒菜很香，味道真的好
390,129,味道,7,9,真的好,9,12,口味,正面,豆瓣炒菜很香，味道真的好
391,130,_,,,很不错,0,3,整体,正面,很不错?，炒鱼香肉丝时，味道正合适。
392,130,味道,12,14,正合适,14,17,口味,正面,很不错?，炒鱼香肉丝时，味道正合适。
393,131,品牌,0,2,就是好,2,5,体验,正面,品牌就是好，一直用这个牌子，味道很正
394,131,味道,14,16,很正,16,18,口味,正面,品牌就是好，一直用这个牌子，味道很正
395,132,_,,,老家的味道,0,5,口味,正面,老家的味道，啥都不说了，色香味俱全
396,132,_,,,色香味俱全,12,17,口味,正面,老家的味道，啥都不说了，色香味俱全
397,133,颜色,7,9,很正很红,9,13,体验,正面,这种红油豆瓣酱颜色很正很红，比我之前在实体店买的要好，味道纯正。
398,133,味道,27,29,纯正,29,31,口味,正面,这种红油豆瓣酱颜色很正很红，比我之前在实体店买的要好，味道纯正。
399,134,味道,4,6,更好,6,8,口味,正面,炒菜放点味道更好。
400,135,购物,22,24,非常满意,24,28,整体,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
401,135,价格,11,13,和质量成正比,13,19,价格,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
402,135,_,,,赶紧入手,43,47,整体,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
403,135,包装,52,54,没有破损,60,64,包装,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
404,135,质量,14,16,没得说,69,72,整体,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
405,135,包装,52,54,非常的好,55,59,包装,正面,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
406,136,味道,0,2,好极了,2,5,口味,正面,味道好极了，一直都只认丹丹郫县豆瓣酱，闹了半天这个牌子也是中华老字号。炖菜，炒菜，拌面都可以，辣的程度就看个人的承受度了。包装比那种塑料袋的要科学健康些，没放到冰箱里，就在室温下放着，这么久了没坏，推荐大家购买
407,136,_,,,推荐大家购买,99,105,整体,正面,味道好极了，一直都只认丹丹郫县豆瓣酱，闹了半天这个牌子也是中华老字号。炖菜，炒菜，拌面都可以，辣的程度就看个人的承受度了。包装比那种塑料袋的要科学健康些，没放到冰箱里，就在室温下放着，这么久了没坏，推荐大家购买
408,136,包装,61,63,科学健康,71,75,包装,正面,味道好极了，一直都只认丹丹郫县豆瓣酱，闹了半天这个牌子也是中华老字号。炖菜，炒菜，拌面都可以，辣的程度就看个人的承受度了。包装比那种塑料袋的要科学健康些，没放到冰箱里，就在室温下放着，这么久了没坏，推荐大家购买
409,137,_,,,挺好的,0,3,整体,正面,挺好的东西，包装完好无损。
410,137,包装,6,8,完好无损,8,12,包装,正面,挺好的东西，包装完好无损。
411,138,口味,4,6,正,6,7,口味,正面,大品牌，口味正，运输块，包装好
412,138,运输,8,10,块,10,11,物流,正面,大品牌，口味正，运输块，包装好
413,138,包装,12,14,好,14,15,包装,正面,大品牌，口味正，运输块，包装好
414,139,包装,0,2,简明,2,4,包装,正面,包装简明，存储方便，使用起来炒菜上色增味都是必备良品！
415,139,_,,,必备良品,22,26,整体,正面,包装简明，存储方便，使用起来炒菜上色增味都是必备良品！
416,139,存储,5,7,方便,7,9,包装,正面,包装简明，存储方便，使用起来炒菜上色增味都是必备良品！
417,140,送货,0,2,快,2,3,物流,正面,送货快，方便，日期新鲜，买了很多次了，包装严实，卫生方便。
418,140,_,,,方便,4,6,物流,正面,送货快，方便，日期新鲜，买了很多次了，包装严实，卫生方便。
419,140,包装,19,21,严实,21,23,包装,正面,送货快，方便，日期新鲜，买了很多次了，包装严实，卫生方便。
420,140,_,,,卫生方便,24,28,整体,正面,送货快，方便，日期新鲜，买了很多次了，包装严实，卫生方便。
421,141,包装,0,2,很好,2,4,包装,正面,包装很好，品质非常正宗，回锅肉麻婆豆腐必备调料，可以放心购买?感谢?
422,141,品质,5,7,非常正宗,7,11,整体,正面,包装很好，品质非常正宗，回锅肉麻婆豆腐必备调料，可以放心购买?感谢?
423,141,_,,,必备调料,19,23,整体,正面,包装很好，品质非常正宗，回锅肉麻婆豆腐必备调料，可以放心购买?感谢?
424,141,_,,,感谢,31,33,整体,正面,包装很好，品质非常正宗，回锅肉麻婆豆腐必备调料，可以放心购买?感谢?
425,141,_,,,可以放心购买,24,30,整体,正面,包装很好，品质非常正宗，回锅肉麻婆豆腐必备调料，可以放心购买?感谢?
426,142,配送,11,13,很快,13,15,物流,正面,一直在调货，货到以后，配送很快，包装完好，下次还会再来
427,142,_,,,下次还会再来,21,27,整体,正面,一直在调货，货到以后，配送很快，包装完好，下次还会再来
428,142,包装,16,18,完好,18,20,包装,正面,一直在调货，货到以后，配送很快，包装完好，下次还会再来
429,143,_,,,看着就香,4,8,口味,正面,红油的，看着就香，做小龙虾吃
430,144,_,,,非常喜欢,0,4,整体,正面,非常喜欢！！！！！！！！！
431,145,_,,,有点咸,0,3,口味,负面,有点咸  别的挺不错
432,145,_,,,挺不错,7,10,整体,正面,有点咸  别的挺不错
433,146,味道,0,2,纯正,2,4,口味,正面,味道纯正，浓郁，烧菜必备
434,146,味道,0,2,浓郁,5,7,口味,正面,味道纯正，浓郁，烧菜必备
435,146,_,,,必备,10,12,整体,正面,味道纯正，浓郁，烧菜必备
436,147,_,,,买过很多次,0,5,整体,正面,买过很多次这个酱了，买来做饭用的，做鱼香肉丝，味道还不错，一瓶可以用很久。
437,147,味道,23,25,还不错,25,28,口味,正面,买过很多次这个酱了，买来做饭用的，做鱼香肉丝，味道还不错，一瓶可以用很久。
438,147,_,,,用很久,33,36,整体,正面,买过很多次这个酱了，买来做饭用的，做鱼香肉丝，味道还不错，一瓶可以用很久。
439,148,牌子,1,3,放心,4,6,体验,正面,老牌子，放心。烧菜和配料一级棒
440,148,_,,,一级棒,12,15,整体,正面,老牌子，放心。烧菜和配料一级棒
441,149,_,,,非常不错,7,11,整体,正面,用来做菜用的，非常不错
442,150,_,,,好好吃,11,14,口味,正面,收到货就用来焖猪脚了，好好吃…下次买大的…
443,151,购买,0,2,多次,2,4,整体,正面,购买多次！比超市方便送到小区！
444,151,_,,,方便,8,10,物流,正面,购买多次！比超市方便送到小区！
445,152,品牌,2,4,知名,0,2,体验,正面,知名品牌了 炒菜试试
446,153,味道,0,2,挺好,2,4,口味,正面,味道挺好，辣味十足。做菜的调味
447,153,辣味,5,7,十足,7,9,口味,正面,味道挺好，辣味十足。做菜的调味
448,154,_,,,简直太爱了,6,11,整体,正面,这个豆瓣酱我简直太爱了
449,155,_,,,挺好的,6,9,整体,正面,第二次买了，挺好的
450,156,包装,0,2,很严实,2,5,包装,正面,包装很严实，颜值非常高哦，拿在手里很有分量，还没开封，开封后再尝一下。
451,156,颜值,6,8,非常高,8,11,包装,正面,包装很严实，颜值非常高哦，拿在手里很有分量，还没开封，开封后再尝一下。
452,156,_,,,很有分量,17,21,整体,正面,包装很严实，颜值非常高哦，拿在手里很有分量，还没开封，开封后再尝一下。
453,157,_,,,划算,4,6,价格,正面,比实体店划算多了，推荐大家购买，东西一如既往的好，现在只信任京东，便宜又好
454,158,封口,7,9,破裂,9,11,包装,负面,货品有积压，罐封口破裂，红油渗出，其它暂时没问题！下次还是去超市放心！货品有积压，罐封口破裂，红油渗出，其它暂时没问题！下次还是去超市放心！货品有积压，罐封口破裂，红油渗出，其它暂时没问题！下次还是去超市放心！
455,159,包装,0,2,完好,2,4,包装,正面,包装完好，送货快，味道很好。
456,159,送货,5,7,快,7,8,物流,正面,包装完好，送货快，味道很好。
457,159,味道,9,11,很好,11,13,口味,正面,包装完好，送货快，味道很好。
458,160,_,,,家庭必备,10,14,整体,正面,红油郫县豆瓣是湖北菜家庭必备，认准这个品牌。
459,161,味道,7,9,还行吧,9,12,口味,正面,没有臭豆腐辣，味道还行吧。
460,162,_,,,不错,0,2,整体,正面,不错！蛮好的！
461,162,_,,,蛮好的,3,6,整体,正面,不错！蛮好的！
462,163,_,,,这么便宜,4,8,价格,正面,原本以为这么便宜的东西，很喜欢可以，物流速度快下次还会购买客服态度实惠，收到了
463,163,_,,,很喜欢可以,12,17,整体,正面,原本以为这么便宜的东西，很喜欢可以，物流速度快下次还会购买客服态度实惠，收到了
464,163,物流,18,20,速度快,20,23,物流,正面,原本以为这么便宜的东西，很喜欢可以，物流速度快下次还会购买客服态度实惠，收到了
465,164,物流,5,7,慢,7,8,物流,负面,东西还好，物流慢，一小件送一趟，赶上疫情，也能理解，就是有点打乱了我的计划
466,165,物流,0,2,快,2,3,物流,正面,物流快，方便快捷，服务态度好，后悔了还可以免费退货
467,165,服务,9,11,态度好,11,14,体验,正面,物流快，方便快捷，服务态度好，后悔了还可以免费退货
468,166,物流,0,2,快,2,3,物流,正面,物流快无破损，活动价格六元一瓶，经常购买，日期好，满意。
469,166,_,,,无破损,3,6,包装,正面,物流快无破损，活动价格六元一瓶，经常购买，日期好，满意。
470,166,_,,,经常购买,16,20,整体,正面,物流快无破损，活动价格六元一瓶，经常购买，日期好，满意。
471,166,日期,21,23,好,23,24,整体,正面,物流快无破损，活动价格六元一瓶，经常购买，日期好，满意。
472,166,_,,,满意,25,27,整体,正面,物流快无破损，活动价格六元一瓶，经常购买，日期好，满意。
473,167,价格,0,2,优惠,2,4,价格,正面,价格优惠，经常购买，物流送货上门快捷方便，京东到家服务很方便。
474,167,物流,10,12,快捷方便,16,20,物流,正面,价格优惠，经常购买，物流送货上门快捷方便，京东到家服务很方便。
475,168,物流,9,11,太快了,11,14,物流,正面,昨天下单今天就到了物流太快了 就是这个味 比超市便宜 下次还在京东商城买！
476,168,_,,,就是这个味,15,20,口味,正面,昨天下单今天就到了物流太快了 就是这个味 比超市便宜 下次还在京东商城买！
477,168,_,,,比超市便宜,21,26,价格,正面,昨天下单今天就到了物流太快了 就是这个味 比超市便宜 下次还在京东商城买！
478,169,_,,,没有塑封,0,4,包装,负面,没有塑封，一下就打开了，总感觉被别人挖一勺都不知道，呵呵！京东买东西其实很放心，价格实惠到货快，售后更方便，非常完美！一下子买了很多东西，给过年备点儿东西，还会再来买，年前备货就靠京东了，其他物流不保险。
479,169,价格,40,42,实惠,42,44,价格,正面,没有塑封，一下就打开了，总感觉被别人挖一勺都不知道，呵呵！京东买东西其实很放心，价格实惠到货快，售后更方便，非常完美！一下子买了很多东西，给过年备点儿东西，还会再来买，年前备货就靠京东了，其他物流不保险。
480,169,售后,48,50,方便,51,53,体验,正面,没有塑封，一下就打开了，总感觉被别人挖一勺都不知道，呵呵！京东买东西其实很放心，价格实惠到货快，售后更方便，非常完美！一下子买了很多东西，给过年备点儿东西，还会再来买，年前备货就靠京东了，其他物流不保险。
481,170,口感,3,5,吃不到以前的味道,33,41,口味,负面,老干妈口感方面不知道为什么，没有刚出来做事时候那时好吃，现在怎么也吃不到以前的味道，或许产品配方不同了哦。
